,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
4457,Maruti Alto LXi,2009,155000,54000,Petrol,Individual,Manual,First Owner,Maruti
4458,Tata Indigo CS,2013,250000,50000,Petrol,Individual,Manual,First Owner,Tata
4459,Hyundai Grand i10,2014,400000,80000,Petrol,Individual,Manual,Second Owner,Hyundai
4460,Datsun GO A,2019,500000,10000,Petrol,Individual,Manual,First Owner,Datsun
4461,Hyundai Santro Sportz,2018,565000,10000,Petrol,Individual,Automatic,First Owner,Hyundai
4462,Ford EcoSport 1.5,2018,900000,40000,Diesel,Individual,Manual,First Owner,Ford
4463,Mahindra Bolero Power,2017,650000,120000,Diesel,Individual,Manual,First Owner,Mahindra
4464,Mahindra Bolero 2011-2019,2013,600000,45000,Diesel,Individual,Manual,First Owner,Mahindra
4465,Maruti Swift Dzire,2018,800000,35000,Diesel,Individual,Manual,First Owner,Maruti
4466,Hyundai i20 Sportz,2015,575000,60000,Diesel,Individual,Manual,First Owner,Hyundai
4467,Ford Figo 1.5P,2016,550000,40000,Petrol,Individual,Automatic,First Owner,Ford
4468,Maruti SX4 Vxi,2011,190000,80000,Petrol,Individual,Manual,Third Owner,Maruti
4469,Ford EcoSport 1.5,2017,750000,37000,Diesel,Individual,Manual,First Owner,Ford
4470,Maruti Baleno Delta,2018,625000,22000,Petrol,Individual,Manual,First Owner,Maruti
4471,Hyundai i20 1.4,2018,799000,60000,Diesel,Individual,Manual,Second Owner,Hyundai
4472,Maruti Wagon R,2013,300000,57000,Petrol,Individual,Manual,Second Owner,Maruti
4473,Maruti Ciaz 1.4,2017,850000,27000,Petrol,Individual,Manual,First Owner,Maruti
4474,Chevrolet Spark 1.0,2012,130000,70000,Petrol,Individual,Manual,First Owner,Chevrolet
4475,Maruti Alto K10,2011,229999,40000,Petrol,Individual,Manual,Second Owner,Maruti
4476,Maruti Celerio ZXI,2015,400000,60000,Petrol,Individual,Manual,First Owner,Maruti
4477,Mahindra Thar CRDe,2018,900000,35000,Diesel,Individual,Manual,First Owner,Mahindra
4478,Mahindra Scorpio 1.99,2015,800000,70000,Diesel,Individual,Manual,First Owner,Mahindra
4479,Hyundai EON Era,2015,250999,43000,Petrol,Individual,Manual,Second Owner,Hyundai
4480,Tata Manza Aqua,2011,250000,110000,Petrol,Individual,Manual,Second Owner,Tata
4481,Fiat Punto 1.2,2009,100000,100000,Petrol,Individual,Manual,Second Owner,Fiat
4482,Maruti Swift VXI,2016,450000,64000,Petrol,Individual,Manual,First Owner,Maruti
4483,Renault Duster 85PS,2017,575000,96000,Diesel,Individual,Manual,First Owner,Renault
4484,Renault Duster 85PS,2013,400000,96000,Diesel,Individual,Manual,First Owner,Renault
4485,Maruti Celerio X,2019,480000,7600,Petrol,Individual,Manual,First Owner,Maruti
4486,Maruti Celerio X,2019,490000,7000,Petrol,Individual,Manual,First Owner,Maruti
4487,Tata Indigo LX,2007,150000,120000,Diesel,Individual,Manual,Second Owner,Tata
4488,Tata Bolt Quadrajet,2017,600000,50000,Diesel,Individual,Manual,First Owner,Tata
4489,Hyundai Xcent 1.1,2015,500000,50000,Diesel,Individual,Manual,Second Owner,Hyundai
4490,Tata Zest Quadrajet,2015,425000,80000,Diesel,Individual,Manual,First Owner,Tata
4491,Hyundai Accent DLS,2003,108000,200000,Diesel,Individual,Manual,Second Owner,Hyundai
4492,Toyota Innova 2.5,2015,1030000,190000,Diesel,Individual,Manual,First Owner,Toyota
4493,Maruti Wagon R,2015,360000,34000,Petrol,Individual,Manual,First Owner,Maruti
4494,Volkswagen Polo Petrol,2012,290000,80000,Petrol,Individual,Manual,Second Owner,Volkswagen
4495,Maruti Swift VDI,2011,400000,72000,Diesel,Individual,Manual,First Owner,Maruti
4496,Maruti Esteem DI,2003,70000,20000,Diesel,Individual,Manual,First Owner,Maruti
4497,Tata Sumo CX,2012,320000,70000,Diesel,Individual,Manual,Second Owner,Tata
4498,Ford EcoSport 1.5,2019,975000,30000,Diesel,Individual,Manual,First Owner,Ford
4499,Honda City i-VTEC,2019,1227000,5000,Petrol,Individual,Automatic,First Owner,Honda
4500,Hyundai Verna 1.6,2014,755000,29340,Diesel,Individual,Manual,First Owner,Hyundai
4501,Ford Figo Diesel,2011,215000,120000,Diesel,Individual,Manual,First Owner,Ford
4502,Toyota Innova 2.5,2011,735000,200000,Diesel,Individual,Manual,Second Owner,Toyota
4503,Hyundai i10 Era,2007,190000,70000,Petrol,Individual,Manual,Second Owner,Hyundai
4504,Toyota Innova 2.5,2014,1365000,80800,Diesel,Individual,Manual,Second Owner,Toyota
4505,Honda Jazz 1.2,2018,675000,24265,Petrol,Dealer,Manual,First Owner,Honda
4506,Maruti Swift Dzire,2014,438999,81000,Diesel,Dealer,Manual,First Owner,Maruti
4507,Renault Lodgy Stepway,2015,550000,240000,Diesel,Individual,Manual,First Owner,Renault
4508,Maruti Swift Dzire,2013,409999,35000,Petrol,Individual,Manual,First Owner,Maruti
4509,Renault KWID RXT,2019,350000,15000,Petrol,Individual,Manual,First Owner,Renault
4510,Chevrolet Beat Diesel,2012,135000,49000,Diesel,Individual,Manual,Third Owner,Chevrolet
4511,Toyota Innova Crysta,2016,1490000,56900,Diesel,Individual,Manual,Second Owner,Toyota
4512,Maruti Swift VDI,2014,520000,70000,Diesel,Individual,Manual,Second Owner,Maruti
4513,Maruti Swift Dzire,2010,315000,180000,Diesel,Individual,Manual,First Owner,Maruti
4514,Maruti A-Star Lxi,2010,235000,50000,Petrol,Individual,Manual,First Owner,Maruti
4515,Hyundai Accent GLE,2005,80500,50000,Petrol,Individual,Manual,Third Owner,Hyundai
4516,Maruti Ritz VDi,2013,375000,88200,Diesel,Individual,Manual,First Owner,Maruti
4517,Maruti Swift VXi,2006,189000,93000,Petrol,Individual,Manual,Second Owner,Maruti
4518,Honda Amaze E,2017,550000,120000,Diesel,Individual,Manual,First Owner,Honda
4519,Ford Fiesta EXi,2011,260000,110000,Diesel,Individual,Manual,Second Owner,Ford
4520,Maruti Swift Dzire,2016,650000,50000,Diesel,Individual,Automatic,Second Owner,Maruti
4521,Maruti Swift Dzire,2013,480000,80000,Diesel,Individual,Manual,First Owner,Maruti
4522,Hyundai i20 Asta,2016,700000,40000,Diesel,Individual,Manual,First Owner,Hyundai
4523,Maruti Ertiga VDI,2015,650000,110000,Diesel,Individual,Manual,Third Owner,Maruti
4524,Hyundai Creta 1.6,2015,1300000,48000,Diesel,Individual,Manual,Second Owner,Hyundai
4525,Volkswagen Jetta 2.0L,2016,1350000,97000,Diesel,Individual,Automatic,First Owner,Volkswagen
4526,Volkswagen Vento 1.5,2016,1000000,60000,Diesel,Individual,Automatic,First Owner,Volkswagen
4527,Mercedes-Benz M-Class ML,2011,1700000,110000,Diesel,Individual,Automatic,Third Owner,Mercedes-Benz
4528,Toyota Yaris V,2018,1080000,12800,Petrol,Individual,Automatic,First Owner,Toyota
4529,Hyundai EON D,2012,170000,40000,Petrol,Individual,Manual,First Owner,Hyundai
4530,Maruti Swift DDiS,2017,610000,49000,Diesel,Individual,Manual,First Owner,Maruti
4531,Maruti Ritz VXi,2014,350000,25000,Petrol,Individual,Manual,First Owner,Maruti
4532,Maruti Alto 800,2016,260000,65000,Petrol,Individual,Manual,Second Owner,Maruti
4533,Fiat Linea 1.3,2015,700000,20000,Diesel,Individual,Manual,First Owner,Fiat
4534,Volkswagen Polo 2015-2019,2018,678000,17000,Petrol,Individual,Manual,First Owner,Volkswagen
4535,Maruti SX4 S,2015,800000,15000,Diesel,Individual,Manual,First Owner,Maruti
4536,Toyota Etios GD,2014,400000,120000,Diesel,Individual,Manual,Second Owner,Toyota
4537,Hyundai i20 Magna,2010,300000,49000,Petrol,Individual,Manual,First Owner,Hyundai
4538,Hyundai i20 2015-2017,2016,520000,29000,Petrol,Individual,Manual,First Owner,Hyundai
4539,Nissan Terrano XV,2017,850000,55000,Diesel,Individual,Automatic,First Owner,Nissan
4540,Maruti Alto K10,2015,300000,40000,Petrol,Individual,Manual,First Owner,Maruti
4541,Honda City 1.5,2010,350000,120000,Petrol,Individual,Manual,Second Owner,Honda
4542,Maruti Omni LPG,1999,70000,100000,LPG,Individual,Manual,Fourth & Above Owner,Maruti
4543,Maruti Vitara Brezza,2019,892000,10000,Diesel,Individual,Manual,First Owner,Maruti
4544,Fiat Grande Punto,2012,285000,70000,Diesel,Individual,Manual,Second Owner,Fiat
4545,Hyundai i10 Magna,2012,300000,60000,LPG,Individual,Manual,First Owner,Hyundai
4546,Maruti Ciaz VDI,2016,620000,90000,Diesel,Individual,Manual,First Owner,Maruti
4547,Maruti Vitara Brezza,2017,750000,90000,Diesel,Individual,Manual,First Owner,Maruti
4548,Maruti Alto 800,2016,270000,35000,Petrol,Individual,Manual,First Owner,Maruti
4549,Maruti Ertiga ZDI,2014,560000,90000,Diesel,Individual,Manual,First Owner,Maruti
4550,Hyundai Santro Xing,2012,300000,40000,Petrol,Individual,Manual,Second Owner,Hyundai
4551,Hyundai Santro Xing,2012,300000,40000,Petrol,Individual,Manual,Second Owner,Hyundai
4552,Hyundai Grand i10,2018,570000,20000,Petrol,Individual,Manual,First Owner,Hyundai
4553,Tata Indigo CS,2011,220000,80000,Diesel,Individual,Manual,First Owner,Tata
4554,Maruti SX4 Vxi,2012,260000,99000,Petrol,Individual,Manual,Second Owner,Maruti
4555,Maruti Swift AMT,2019,600000,7500,Petrol,Individual,Automatic,First Owner,Maruti
4556,Tata Nano XE,2015,80000,60000,Petrol,Individual,Manual,First Owner,Tata
4557,Hyundai EON Magna,2016,300000,40800,Petrol,Individual,Manual,First Owner,Hyundai
4558,Tata Zest Revotron,2015,300000,70000,Petrol,Individual,Manual,First Owner,Tata
4559,Mahindra KUV 100,2016,400000,100000,Petrol,Individual,Manual,First Owner,Mahindra
4560,Maruti Swift VXI,2016,550000,8588,Petrol,Individual,Manual,First Owner,Maruti
4561,Honda City i-DTEC,2019,1200000,40000,Diesel,Individual,Manual,First Owner,Honda
4562,Ford Figo 1.5D,2015,500000,60000,Diesel,Individual,Manual,First Owner,Ford
4563,Maruti Esteem Vxi,2005,93000,80000,Petrol,Individual,Manual,Third Owner,Maruti
4564,Honda City i,2014,500000,110000,Diesel,Individual,Manual,First Owner,Honda
4565,Toyota Platinum Etios,2018,670000,150000,Diesel,Individual,Manual,First Owner,Toyota
4566,Toyota Innova 2.5,2012,750000,120000,Diesel,Individual,Manual,Second Owner,Toyota
4567,Maruti Alto K10,2017,370000,30000,Petrol,Individual,Manual,First Owner,Maruti
4568,Maruti 800 Std,2012,100000,70000,Petrol,Individual,Manual,Second Owner,Maruti
4569,Hyundai i10 Sportz,2016,425000,50000,Petrol,Individual,Manual,First Owner,Hyundai
4570,Toyota Innova 2.5,2006,370000,305000,Diesel,Individual,Manual,Fourth & Above Owner,Toyota
4571,Toyota Etios GD,2012,400000,158500,Diesel,Individual,Manual,Third Owner,Toyota
4572,Tata New Safari,2009,229999,212000,Diesel,Individual,Manual,Third Owner,Tata
4573,Maruti Ertiga SHVS,2016,850000,35000,Diesel,Individual,Manual,First Owner,Maruti
4574,Mahindra Verito 1.5,2018,750000,22000,Diesel,Individual,Manual,First Owner,Mahindra
4575,Tata Winger Deluxe,2010,235000,50000,Diesel,Individual,Manual,First Owner,Tata
4576,Honda WR-V i-DTEC,2017,700000,70000,Diesel,Individual,Manual,First Owner,Honda
4577,Hyundai Grand i10,2016,480000,56000,Diesel,Individual,Manual,First Owner,Hyundai
4578,Tata Zest Quadrajet,2016,475000,50000,Diesel,Individual,Manual,First Owner,Tata
4579,Skoda Rapid 1.5,2015,610000,120000,Diesel,Individual,Manual,First Owner,Skoda
4580,Toyota Innova 2.5,2011,650000,120000,Diesel,Individual,Manual,Second Owner,Toyota
4581,Honda WR-V i-DTEC,2017,800000,70000,Diesel,Individual,Manual,First Owner,Honda
4582,Tata New Safari,2015,520000,120000,Diesel,Individual,Manual,First Owner,Tata
4583,Tata Indica V2,2014,160000,90000,Diesel,Individual,Manual,First Owner,Tata
4584,Maruti S-Cross 2017-2020,2018,1000000,70000,Diesel,Individual,Manual,First Owner,Maruti
4585,Maruti Ertiga VDI,2015,700000,120000,Diesel,Individual,Manual,Second Owner,Maruti
4586,Honda Amaze S,2017,590000,70000,Diesel,Individual,Manual,Second Owner,Honda
4587,Maruti Wagon R,2002,140000,80000,Petrol,Individual,Manual,Second Owner,Maruti
4588,Mahindra TUV 300,2017,725000,100000,Diesel,Individual,Manual,Second Owner,Mahindra
4589,Toyota Innova Crysta,2017,1680000,157000,Diesel,Individual,Manual,First Owner,Toyota
4590,Maruti Swift Dzire,2015,550000,50000,Diesel,Individual,Manual,First Owner,Maruti
4591,Maruti Ritz VDi,2012,240000,90000,Diesel,Individual,Manual,Second Owner,Maruti
4592,Chevrolet Captiva 2.2,2013,667000,65000,Diesel,Individual,Manual,First Owner,Chevrolet
4593,Honda Jazz 1.5,2017,670000,50000,Diesel,Individual,Manual,First Owner,Honda
4594,Maruti Swift Dzire,2015,550000,110000,Diesel,Individual,Manual,First Owner,Maruti
4595,Maruti Celerio ZXI,2015,400000,30000,Petrol,Individual,Manual,First Owner,Maruti
4596,Hyundai Verna 1.6,2014,545000,80000,Diesel,Individual,Manual,Second Owner,Hyundai
4597,Maruti Ertiga LXI,2015,599000,70000,Petrol,Individual,Manual,First Owner,Maruti
4598,Hyundai Creta 1.4,2016,725000,100000,Diesel,Individual,Manual,First Owner,Hyundai
4599,Honda City i,2015,525000,120000,Petrol,Individual,Manual,Second Owner,Honda
4600,Maruti Ritz VDi,2011,204999,85000,Diesel,Individual,Manual,Second Owner,Maruti
4601,Skoda Fabia Scout,2012,190000,110000,Diesel,Individual,Manual,First Owner,Skoda
4602,Hyundai Grand i10,2015,310000,60000,Diesel,Individual,Manual,Fourth & Above Owner,Hyundai
4603,Hyundai Grand i10,2016,380000,90000,Diesel,Individual,Manual,Second Owner,Hyundai
4604,Maruti Alto K10,2012,204000,110000,Petrol,Individual,Manual,Third Owner,Maruti
4605,Hyundai EON 1.0,2018,350000,25000,Petrol,Individual,Manual,First Owner,Hyundai
4606,Volkswagen Vento Diesel,2013,350000,100000,Diesel,Individual,Manual,First Owner,Volkswagen
4607,Ford Figo Diesel,2012,175000,120000,Diesel,Individual,Manual,Second Owner,Ford
4608,Volkswagen Vento Diesel,2011,340000,90000,Diesel,Individual,Manual,First Owner,Volkswagen
4609,Honda City i-VTEC,2017,950000,35000,Petrol,Individual,Manual,First Owner,Honda
4610,Honda City i,2017,894999,35000,Petrol,Individual,Manual,First Owner,Honda
4611,Tata Sumo Gold,2014,350000,101200,Diesel,Individual,Manual,Second Owner,Tata
4612,Tata Indigo GLX,2005,100000,90000,Petrol,Individual,Manual,Second Owner,Tata
4613,Maruti Swift Dzire,2016,550000,76000,Diesel,Individual,Manual,First Owner,Maruti
4614,Tata Indigo LX,2004,100000,60000,Diesel,Individual,Manual,Third Owner,Tata
4615,Mahindra XUV500 W6,2016,800000,90000,Diesel,Individual,Manual,First Owner,Mahindra
4616,Mahindra Bolero 2011-2019,2013,525000,80000,Diesel,Individual,Manual,Second Owner,Mahindra
4617,Tata New Safari,2008,500000,179150,Diesel,Individual,Manual,Second Owner,Tata
4618,Maruti 800 Std,2003,42000,62000,Petrol,Individual,Manual,First Owner,Maruti
4619,Maruti Swift Dzire,2009,190000,160000,Petrol,Individual,Manual,Third Owner,Maruti
4620,Maruti Swift Dzire,2019,694000,35000,Diesel,Individual,Manual,First Owner,Maruti
4621,Mahindra XUV500 AT,2016,861999,120000,Diesel,Individual,Automatic,First Owner,Mahindra
4622,Honda Amaze SX,2017,650000,50000,Diesel,Individual,Manual,First Owner,Honda
4623,Maruti Swift Dzire,2011,310000,70000,Diesel,Individual,Manual,Second Owner,Maruti
4624,Maruti Swift VDI,2013,360000,97000,Diesel,Individual,Manual,First Owner,Maruti
4625,Maruti Swift Dzire,2011,240000,90000,Diesel,Individual,Manual,Second Owner,Maruti
4626,Mahindra XUV500 W8,2012,500000,84487,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra
4627,Toyota Innova 2.5,2010,475000,100000,Diesel,Individual,Manual,Second Owner,Toyota
4628,Maruti Alto LX,2007,100000,60000,Petrol,Individual,Manual,Third Owner,Maruti
4629,Maruti SX4 Zxi,2009,200000,110000,Petrol,Individual,Manual,Third Owner,Maruti
4630,Toyota Innova 2.5,2006,430000,264000,Diesel,Individual,Manual,First Owner,Toyota
4631,Mahindra Xylo E4,2010,245000,146000,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra
4632,Maruti Swift Dzire,2014,450000,70000,Diesel,Individual,Manual,First Owner,Maruti
4633,Maruti Vitara Brezza,2017,800000,51146,Diesel,Individual,Manual,First Owner,Maruti
4634,Maruti Ritz LXI,2011,215000,40000,Petrol,Individual,Manual,First Owner,Maruti
4635,Maruti Vitara Brezza,2017,760000,50000,Diesel,Individual,Manual,First Owner,Maruti
4636,Volkswagen Polo 1.5,2015,416000,80000,Diesel,Individual,Manual,First Owner,Volkswagen
4637,Maruti Wagon R,2011,195000,120000,Petrol,Individual,Manual,First Owner,Maruti
4638,Maruti Alto 800,2017,325000,23000,Petrol,Individual,Manual,First Owner,Maruti
4639,Maruti Alto K10,2010,145000,70000,Petrol,Individual,Manual,Second Owner,Maruti
4640,Maruti Swift VDI,2018,675000,23000,Diesel,Individual,Manual,First Owner,Maruti
4641,Maruti Wagon R,2016,340000,30000,Petrol,Individual,Manual,Second Owner,Maruti
4642,Tata Manza Aura,2011,340000,50000,Diesel,Individual,Manual,First Owner,Tata
4643,Maruti Omni MPI,2014,260000,40000,Petrol,Individual,Manual,First Owner,Maruti
4644,Maruti Alto 800,2015,300000,50000,Petrol,Individual,Manual,First Owner,Maruti
4645,Maruti 800 AC,2007,75000,60000,Petrol,Individual,Manual,Second Owner,Maruti
4646,Tata Indica Vista,2011,350000,80000,Diesel,Individual,Manual,First Owner,Tata
4647,Maruti XL6 Alpha,2019,1000000,15000,Petrol,Individual,Manual,First Owner,Maruti
4648,Tata Manza Aura,2010,170000,150000,Diesel,Individual,Manual,Third Owner,Tata
4649,Maruti Swift Dzire,2018,600000,40000,Petrol,Individual,Manual,First Owner,Maruti
4650,Honda City 1.5,2010,800000,25000,Petrol,Individual,Automatic,First Owner,Honda
4651,Force One EX,2018,850000,120000,Diesel,Individual,Manual,Second Owner,Force
4652,Mahindra XUV500 W6,2014,980000,120000,Diesel,Individual,Manual,Second Owner,Mahindra
4653,Ford Endeavour 2.5L,2011,850000,298000,Diesel,Individual,Manual,Second Owner,Ford
4654,Tata Sumo Gold,2012,340000,270000,Diesel,Individual,Manual,Third Owner,Tata
4655,Maruti Vitara Brezza,2018,900000,50000,Diesel,Individual,Automatic,Second Owner,Maruti
4656,Maruti Swift Dzire,2010,310000,120000,Diesel,Individual,Manual,Second Owner,Maruti
4657,Maruti Ertiga ZDI,2013,600000,60000,Diesel,Individual,Manual,Third Owner,Maruti
4658,Maruti Swift Dzire,2008,270000,149000,Diesel,Individual,Manual,Second Owner,Maruti
4659,Hyundai Santro Sportz,2019,509999,5000,Petrol,Individual,Manual,First Owner,Hyundai
4660,Tata Indica Vista,2013,225000,70000,Diesel,Individual,Manual,Second Owner,Tata
4661,Hyundai i10 Magna,2015,280000,55000,Petrol,Individual,Manual,First Owner,Hyundai
4662,Tata Tiago 1.05,2016,490000,100000,Diesel,Individual,Manual,First Owner,Tata
4663,Mahindra Bolero 2011-2019,2013,440000,120000,Diesel,Individual,Manual,First Owner,Mahindra
4664,Tata Safari Storme,2014,500000,291977,Diesel,Individual,Manual,First Owner,Tata
4665,Honda CR-V 2.4L,2005,476999,85000,Petrol,Individual,Manual,Third Owner,Honda
4666,Hyundai i20 Active,2015,590000,70000,Petrol,Individual,Manual,Third Owner,Hyundai
4667,Ford Endeavour 2.5L,2010,500000,120000,Diesel,Individual,Manual,First Owner,Ford
4668,Ford EcoSport 1.5,2015,600000,40000,Diesel,Individual,Manual,First Owner,Ford
4669,Mahindra Scorpio 1.99,2016,750000,70000,Diesel,Individual,Manual,First Owner,Mahindra
4670,BMW 3 Series,2017,2950000,39000,Diesel,Dealer,Automatic,First Owner,BMW
4671,BMW 5 Series,2019,5200000,10000,Diesel,Dealer,Automatic,First Owner,BMW
4672,Volkswagen Polo 1.5,2019,695000,36800,Diesel,Dealer,Manual,First Owner,Volkswagen
4673,Maruti Swift Dzire,2018,690000,52200,Diesel,Dealer,Manual,First Owner,Maruti
4674,Hyundai Grand i10,2016,409999,78000,Diesel,Dealer,Manual,First Owner,Hyundai
4675,Tata Harrier XZ,2020,1650000,16000,Diesel,Dealer,Manual,First Owner,Tata
4676,Audi Q3 2.0,2016,2375000,30000,Diesel,Dealer,Automatic,First Owner,Audi
4677,Hyundai Grand i10,2017,525000,29000,Diesel,Dealer,Manual,Second Owner,Hyundai
4678,Jeep Compass 2.0,2019,2150000,25000,Diesel,Dealer,Manual,First Owner,Jeep
4679,Mahindra XUV500 W8,2013,540000,60000,Diesel,Individual,Manual,Second Owner,Mahindra
4680,Toyota Fortuner 4x4,2017,2750000,60000,Diesel,Dealer,Automatic,Second Owner,Toyota
4681,Mahindra Scorpio 1.99,2016,1000000,112000,Diesel,Dealer,Manual,Second Owner,Mahindra
4682,Audi A4 35,2018,2900000,15000,Diesel,Dealer,Automatic,First Owner,Audi
4683,Mahindra TUV 300,2017,725000,40000,Diesel,Dealer,Manual,First Owner,Mahindra
4684,Maruti Ciaz Alpha,2018,975000,36000,Diesel,Dealer,Manual,First Owner,Maruti
4685,Maruti Wagon R,2016,355000,60000,Petrol,Dealer,Manual,First Owner,Maruti
4686,Honda CR-V 2.4L,2008,400000,120000,Petrol,Individual,Manual,First Owner,Honda
4687,Maruti Alto 800,2015,265000,48000,Petrol,Dealer,Manual,First Owner,Maruti
4688,Volkswagen Polo 2015-2019,2018,650000,40000,Diesel,Dealer,Manual,First Owner,Volkswagen
4689,Maruti Ciaz 1.3,2017,720000,60000,Diesel,Individual,Manual,First Owner,Maruti
4690,Hyundai Verna 1.6,2016,850000,25000,Petrol,Individual,Manual,First Owner,Hyundai
4691,Maruti Alto K10,2015,290000,42000,Petrol,Individual,Manual,First Owner,Maruti
4692,Mercedes-Benz E-Class E,2010,1200000,35000,Petrol,Individual,Automatic,Second Owner,Mercedes-Benz
4693,Mahindra TUV 300,2016,600000,90000,Diesel,Individual,Automatic,Second Owner,Mahindra
4694,Maruti Ritz VDi,2011,300000,90000,Diesel,Individual,Manual,Second Owner,Maruti
4695,Renault Pulse RxL,2012,225000,110000,Diesel,Individual,Manual,Second Owner,Renault
4696,Maruti Swift Dzire,2009,240000,70000,Diesel,Individual,Manual,Second Owner,Maruti
